Street Name,Ward Name,Postcode,Switch Regime,Wattage,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Organisation URI,Last Uploaded
AMPTON STREET,KING'S CROSS,WC1,35/18,90,530671,182616,-0.117697,51.527348,Plotted By Council Officer,"(51.527348, -0.117697)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
BRIDGEWAY STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529472,183174,-0.134766,51.532638,Plotted By Council Officer,"(51.532638, -0.134766)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
WILLES ROAD,KENTISH TOWN,NW5,35/18,90,528767,184858,-0.144309,51.547933,Plotted By Council Officer,"(51.547933, -0.144309)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
UPPER PARK ROAD,GOSPEL OAK,NW3,35/18,90,527597,185317,-0.161007,51.552324,Plotted By Council Officer,"(51.552324, -0.161007)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
COLLEGE GROVE,ST PANCRAS AND SOMERS TOWN,NW1,35/18,21,529503,183753,-0.134107,51.537834,Plotted By Council Officer,"(51.537834, -0.134107)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
PANCRAS ROAD,ST PANCRAS AND SOMERS TOWN,"N1, NW1",35/18,90,530126,183090,-0.125374,51.531733,Plotted By Council Officer,"(51.531733, -0.125374)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
QUEEN SQUARE,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530400,181910,-0.121862,51.521065,Plotted By Council Officer,"(51.521065, -0.121862)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
FROGNAL,FROGNAL AND FITZJOHNS,NW3,35/18,60,526109,185819,-0.182277,51.557169,Plotted By Council Officer,"(51.557169, -0.182277)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
LAWN ROAD,GOSPEL OAK,NW3,35/18,60,527545,185274,-0.161772,51.551949,Plotted By Council Officer,"(51.551949, -0.161772)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
HEMSTAL ROAD,WEST HAMPSTEAD,NW6,35/18,60,525301,184378,-0.194439,51.544399,Plotted By Council Officer,"(51.544399, -0.194439)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
PLENDER STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529253,183589,-0.137769,51.536418,Plotted By Council Officer,"(51.536418, -0.137769)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
BURRARD ROAD,FORTUNE GREEN,NW6,35/18,60,525190,185474,-0.195649,51.554273,Plotted By Council Officer,"(51.554273, -0.195649)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
HIGHGATE WEST HILL,HIGHGATE,N6,35/18,90,528084,186811,-0.153443,51.56564,Plotted By Council Officer,"(51.56564, -0.153443)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
EYRE STREET HILL,HOLBORN AND COVENT GARDEN,EC1,35/18,60,531191,182139,-0.110383,51.52294,Plotted By Council Officer,"(51.52294, -0.110383)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
KENTISH TOWN ROAD,CAMDEN TOWN,NW5,35/18,90,529019,185185,-0.140557,51.550814,Plotted By Council Officer,"(51.550814, -0.140557)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
MAYGROVE ROAD,WEST HAMPSTEAD,NW6,70/35,50,524766,184694,-0.202038,51.547357,Plotted By Council Officer,"(51.547357, -0.202038)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
MILLFIELD LANE,HIGHGATE,N6,35/18,60,528106,186543,-0.153223,51.563226,Plotted By Council Officer,"(51.563226, -0.153223)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
NETHERWOOD STREET,KILBURN,NW6,35/18,90,524935,184491,-0.199674,51.545495,Plotted By Council Officer,"(51.545495, -0.199674)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
SOUTH VILLAS,CANTELOWES,NW1,35/18,90,529860,184731,-0.128601,51.546542,Plotted By Council Officer,"(51.546542, -0.128601)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
PERCY STREET,BLOOMSBURY,W1,35/18,90,529609,181598,-0.133372,51.518443,Plotted By Council Officer,"(51.518443, -0.133372)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
OVAL ROAD,CAMDEN TOWN,NW1,35/18,90,528637,183621,-0.146634,51.536846,Plotted By Council Officer,"(51.536846, -0.146634)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
PARKER STREET,HOLBORN AND COVENT GARDEN,WC2,35/18,60,530449,181352,-0.121363,51.516039,Plotted By Council Officer,"(51.516039, -0.121363)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
GRAFTON ROAD,GOSPEL OAK,NW5,35/18,90,528332,185290,-0.150421,51.551914,Plotted By Council Officer,"(51.551914, -0.150421)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
HILLFIELD ROAD,FORTUNE GREEN,NW6,35/18,45,525187,185389,-0.195723,51.55351,Plotted By Council Officer,"(51.55351, -0.195723)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
ST CHAD'S PLACE,KING'S CROSS,WC1,35/18,60,530544,182968,-0.119396,51.53054,Plotted By Council Officer,"(51.53054, -0.119396)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
SAFFRON HILL,HOLBORN AND COVENT GARDEN,EC1,35/18,60,531408,181944,-0.107329,51.521138,Plotted By Council Officer,"(51.521138, -0.107329)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
KENTISH TOWN ROAD,CAMDEN TOWN,NW5,35/18,90,528965,184451,-0.141604,51.54423,Plotted By Council Officer,"(51.54423, -0.141604)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
AMPTON PLACE,KING'S CROSS,WC1,35/18,90,530687,182671,-0.117446,51.527838,Plotted By Council Officer,"(51.527838, -0.117446)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
BELSIZE LANE,FROGNAL AND FITZJOHNS,NW3,35/18,60,527041,185285,-0.169033,51.552161,Plotted By Council Officer,"(51.552161, -0.169033)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
LITTLE RUSSELL STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530196,181569,-0.124927,51.518048,Plotted By Council Officer,"(51.518048, -0.124927)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
BLOOMSBURY SQUARE,HOLBORN AND COVENT GARDEN,WC1,70/35,60,530276,181679,-0.123734,51.519018,Plotted By Council Officer,"(51.519018, -0.123734)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
FORTUNE GREEN ROAD,FORTUNE GREEN,NW6,35/18,90,525099,185524,-0.196944,51.554743,Plotted By Council Officer,"(51.554743, -0.196944)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
RUSSELL SQUARE,BLOOMSBURY,WC1,35/18,104,530204,182009,-0.124649,51.522,Plotted By Council Officer,"(51.522, -0.124649)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
HATTON GARDEN,HOLBORN AND COVENT GARDEN,EC1,35/18,90,531390,181619,-0.10771,51.518221,Plotted By Council Officer,"(51.518221, -0.10771)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
COPTIC STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530123,181470,-0.126015,51.517175,Plotted By Council Officer,"(51.517175, -0.126015)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
COUNTESS ROAD,KENTISH TOWN,NW5,35/18,60,529341,185454,-0.135816,51.553158,Plotted By Council Officer,"(51.553158, -0.135816)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
BAYHAM STREET,CAMDEN TOWN,NW1,35/18,90,529263,183451,-0.137676,51.535175,Plotted By Council Officer,"(51.535175, -0.137676)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
ALEXANDRA PLACE,SWISS COTTAGE,NW8,35/18,21,526337,183956,-0.179659,51.540375,Plotted By Council Officer,"(51.540375, -0.179659)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
FORTESS GROVE,KENTISH TOWN,NW5,35/18,60,529036,185368,-0.140244,51.552455,Plotted By Council Officer,"(51.552455, -0.140244)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
GLOUCESTER AVENUE,CAMDEN TOWN,NW1,35/18,104,528216,184057,-0.152542,51.54086,Plotted By Council Officer,"(51.54086, -0.152542)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
ADELAIDE ROAD,HAVERSTOCK,NW3,35/18,90,527376,184320,-0.164553,51.543413,Plotted By Council Officer,"(51.543413, -0.164553)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
